sample,total_offspring_1,total_offspring_2,total_offspring_3,total_offspring_4,date_starved,condition,strain,set,date_mother_on_plate,days_to_starvation,replicate,avg_total_offspring,mean.x,sd.x,lifetime_mean,null.value,estimate,conf.low,conf.high,p.adj,p.adj.signif,group1,group2
ABZ.G.S1.R6,24,27,21,22,7/11/23,albendazole,ECA2688,1,7/3/23,8,6,23.5,22.175,4.54308082,226.1,0,6.5,-3.118781563,16.11878156,0.442,ns,ECA2688,N2
ABZ.G.S1.R7,19,25,19,25,7/11/23,albendazole,ECA2688,1,7/3/23,8,7,22,22.175,4.54308082,226.1,0,6.5,-3.118781563,16.11878156,0.442,ns,ECA2688,N2
ABZ.G.S1.R8,20,23,18,26,7/11/23,albendazole,ECA2688,1,7/3/23,8,8,21.75,22.175,4.54308082,226.1,0,6.5,-3.118781563,16.11878156,0.442,ns,ECA2688,N2
ABZ.G.S1.R9,16,16,11,19,7/11/23,albendazole,ECA2688,1,7/3/23,8,9,15.5,22.175,4.54308082,226.1,0,6.5,-3.118781563,16.11878156,0.442,ns,ECA2688,N2
ABZ.G.S1.R10,14,26,19,26,7/11/23,albendazole,ECA2688,1,7/3/23,8,10,21.25,22.175,4.54308082,226.1,0,6.5,-3.118781563,16.11878156,0.442,ns,ECA2688,N2
ABZ.H.S1.R1,6,10,7,9,7/12/23,albendazole,ECA2689,1,7/3/23,9,1,8,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R2,15,20,18,24,7/13/23,albendazole,ECA2689,1,7/3/23,10,2,19.25,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R3,19,23,21,25,7/12/23,albendazole,ECA2689,1,7/3/23,9,3,22,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R4,14,20,15,20,7/12/23,albendazole,ECA2689,1,7/3/23,9,4,17.25,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R5,14,19,14,18,7/12/23,albendazole,ECA2689,1,7/3/23,9,5,16.25,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R6,13,15,14,13,7/12/23,albendazole,ECA2689,1,7/3/23,9,6,13.75,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R7,33,45,32,41,7/11/23,albendazole,ECA2689,1,7/3/23,8,7,37.75,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R8,13,18,14,15,7/12/23,albendazole,ECA2689,1,7/3/23,9,8,15,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R9,18,18,18,20,7/11/23,albendazole,ECA2689,1,7/3/23,8,9,18.5,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.H.S1.R10,16,20,11,19,7/11/23,albendazole,ECA2689,1,7/3/23,8,10,16.5,18.425,7.738836045,177.25,0,10.25,0.631218437,19.86878156,0.028,*,ECA2689,N2
ABZ.I.S1.R1,3,14,3,7,7/27/23,albendazole,ECA2690,1,7/3/23,24,1,6.75,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.I.S1.R3,4,11,5,6,7/13/23,albendazole,ECA2690,1,7/3/23,10,3,6.5,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.I.S1.R5,4,19,12,12,7/12/23,albendazole,ECA2690,1,7/3/23,9,5,11.75,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.I.S1.R6,19,29,25,27,7/12/23,albendazole,ECA2690,1,7/3/23,9,6,25,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.I.S1.R7,7,16,12,12,7/12/23,albendazole,ECA2690,1,7/3/23,9,7,11.75,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.I.S1.R8,6,18,7,11,7/12/23,albendazole,ECA2690,1,7/3/23,9,8,10.5,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.I.S1.R9,5,10,6,6,7/12/23,albendazole,ECA2690,1,7/3/23,9,9,6.75,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.I.S1.R10,6,16,6,13,7/12/23,albendazole,ECA2690,1,7/3/23,9,10,10.25,9.9,6.002545756,110.275,0,17.51875,7.316491495,27.7210085,1.95e-05,****,ECA2690,N2
ABZ.A.S2.R1,78,71,76,78,7/10/23,albendazole,N2,2,7/4/23,6,1,75.75,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R2,108,98,103,109,7/10/23,albendazole,N2,2,7/4/23,6,2,104.5,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R3,107,104,102,104,7/10/23,albendazole,N2,2,7/4/23,6,3,104.25,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R4,95,83,92,87,7/10/23,albendazole,N2,2,7/4/23,6,4,89.25,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R5,92,92,91,96,7/10/23,albendazole,N2,2,7/4/23,6,5,92.75,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R6,94,93,90,96,7/10/23,albendazole,N2,2,7/4/23,6,6,93.25,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R7,89,84,84,87,7/10/23,albendazole,N2,2,7/4/23,6,7,86,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R8,88,77,84,88,7/10/23,albendazole,N2,2,7/4/23,6,8,84.25,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R9,80,80,77,78,7/10/23,albendazole,N2,2,7/4/23,6,9,78.75,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.A.S2.R10,88,88,86,93,7/10/23,albendazole,N2,2,7/4/23,6,10,88.75,89.75,9.496344326,232.55,,,,,,,N2,N2
ABZ.B.S2.R1,78,74,82,78,7/10/23,albendazole,ECA882,2,7/4/23,6,1,78,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R2,87,80,80,79,7/10/23,albendazole,ECA882,2,7/4/23,6,2,81.5,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R3,108,105,96,93,7/10/23,albendazole,ECA882,2,7/4/23,6,3,100.5,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R4,106,104,100,100,7/10/23,albendazole,ECA882,2,7/4/23,6,4,102.5,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R5,97,96,87,94,7/10/23,albendazole,ECA882,2,7/4/23,6,5,93.5,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R6,78,71,72,76,7/10/23,albendazole,ECA882,2,7/4/23,6,6,74.25,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R7,68,67,66,66,7/10/23,albendazole,ECA882,2,7/4/23,6,7,66.75,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R8,69,53,58,61,7/10/23,albendazole,ECA882,2,7/4/23,6,8,60.25,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R9,115,118,112,118,7/10/23,albendazole,ECA882,2,7/4/23,6,9,115.75,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.B.S2.R10,95,90,89,99,7/11/23,albendazole,ECA882,2,7/4/23,7,10,93.25,86.625,17.41138277,218.275,0,3.125,-16.42228341,22.67228341,1,ns,ECA882,N2
ABZ.C.S2.R1,67,70,65,70,7/11/23,albendazole,PHX2647,2,7/4/23,7,1,68,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R2,65,67,64,71,7/11/23,albendazole,PHX2647,2,7/4/23,7,2,66.75,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R3,64,62,56,64,7/11/23,albendazole,PHX2647,2,7/4/23,7,3,61.5,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R4,79,79,76,81,7/11/23,albendazole,PHX2647,2,7/4/23,7,4,78.75,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R5,81,89,80,86,7/10/23,albendazole,PHX2647,2,7/4/23,6,5,84,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R6,48,49,48,46,7/11/23,albendazole,PHX2647,2,7/4/23,7,6,47.75,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R7,82,82,85,88,7/10/23,albendazole,PHX2647,2,7/4/23,6,7,84.25,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R8,77,79,72,76,7/10/23,albendazole,PHX2647,2,7/4/23,6,8,76,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R9,87,89,90,89,7/10/23,albendazole,PHX2647,2,7/4/23,6,9,88.75,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.C.S2.R10,54,51,53,58,NA,albendazole,PHX2647,2,7/4/23,06/26/1776,10,54,70.975,13.70951109,204.125,0,-18.775,-38.32228341,0.772283414,0.0695,ns,PHX2647,N2
ABZ.D.S2.R2,53,54,54,57,7/11/23,albendazole,PHX2502,2,7/4/23,7,2,54.5,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R3,71,70,72,70,7/11/23,albendazole,PHX2502,2,7/4/23,7,3,70.75,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R4,41,33,29,37,7/12/23,albendazole,PHX2502,2,7/4/23,8,4,35,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R5,47,43,44,45,7/11/23,albendazole,PHX2502,2,7/4/23,7,5,44.75,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R6,51,49,45,46,7/11/23,albendazole,PHX2502,2,7/4/23,7,6,47.75,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R7,47,43,46,46,7/11/23,albendazole,PHX2502,2,7/4/23,7,7,45.5,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R8,44,41,41,40,7/11/23,albendazole,PHX2502,2,7/4/23,7,8,41.5,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R9,47,44,40,38,7/11/23,albendazole,PHX2502,2,7/4/23,7,9,42.25,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.D.S2.R10,61,62,55,60,7/11/23,albendazole,PHX2502,2,7/4/23,7,10,59.5,45.85,14.40688493,146.75,0,-40.69444444,-60.77736904,-20.61151984,3.49e-07,****,PHX2502,N2
ABZ.E.S2.R3,106,109,101,107,7/10/23,albendazole,PHX2481,2,7/4/23,6,3,105.75,63.95,45.33345588,150.925,0,1.571428571,-19.96862865,23.11148579,1,ns,PHX2481,N2
ABZ.E.S2.R5,77,73,69,69,7/11/23,albendazole,PHX2481,2,7/4/23,7,5,72,63.95,45.33345588,150.925,0,1.571428571,-19.96862865,23.11148579,1,ns,PHX2481,N2
ABZ.E.S2.R6,85,85,80,83,7/11/23,albendazole,PHX2481,2,7/4/23,7,6,83.25,63.95,45.33345588,150.925,0,1.571428571,-19.96862865,23.11148579,1,ns,PHX2481,N2
ABZ.E.S2.R7,86,95,75,86,7/10/23,albendazole,PHX2481,2,7/4/23,6,7,85.5,63.95,45.33345588,150.925,0,1.571428571,-19.96862865,23.11148579,1,ns,PHX2481,N2
ABZ.E.S2.R8,92,91,87,87,7/10/23,albendazole,PHX2481,2,7/4/23,6,8,89.25,63.95,45.33345588,150.925,0,1.571428571,-19.96862865,23.11148579,1,ns,PHX2481,N2
ABZ.E.S2.R9,111,112,105,109,7/10/23,albendazole,PHX2481,2,7/4/23,6,9,109.25,63.95,45.33345588,150.925,0,1.571428571,-19.96862865,23.11148579,1,ns,PHX2481,N2
ABZ.E.S2.R10,99,103,85,90,7/10/23,albendazole,PHX2481,2,7/4/23,6,10,94.25,63.95,45.33345588,150.925,0,1.571428571,-19.96862865,23.11148579,1,ns,PHX2481,N2
ABZ.F.S2.R2,34,27,26,27,7/12/23,albendazole,ECA2687,2,7/4/23,8,2,28.5,37.5,13.54108973,130.8,0,46.85714286,25.31708564,68.39720008,4.7e-08,****,ECA2687,N2
ABZ.F.S2.R4,49,50,48,48,7/12/23,albendazole,ECA2687,2,7/4/23,8,4,48.75,37.5,13.54108973,130.8,0,46.85714286,25.31708564,68.39720008,4.7e-08,****,ECA2687,N2
ABZ.F.S2.R5,38,39,32,40,7/12/23,albendazole,ECA2687,2,7/4/23,8,5,37.25,37.5,13.54108973,130.8,0,46.85714286,25.31708564,68.39720008,4.7e-08,****,ECA2687,N2
ABZ.F.S2.R7,52,50,43,52,7/12/23,albendazole,ECA2687,2,7/4/23,8,7,49.25,37.5,13.54108973,130.8,0,46.85714286,25.31708564,68.39720008,4.7e-08,****,ECA2687,N2
ABZ.F.S2.R8,52,55,51,54,7/11/23,albendazole,ECA2687,2,7/4/23,7,8,53,37.5,13.54108973,130.8,0,46.85714286,25.31708564,68.39720008,4.7e-08,****,ECA2687,N2
ABZ.F.S2.R9,49,45,47,40,7/12/23,albendazole,ECA2687,2,7/4/23,8,9,45.25,37.5,13.54108973,130.8,0,46.85714286,25.31708564,68.39720008,4.7e-08,****,ECA2687,N2
ABZ.F.S2.R10,41,39,37,36,7/11/23,albendazole,ECA2687,2,7/4/23,7,10,38.25,37.5,13.54108973,130.8,0,46.85714286,25.31708564,68.39720008,4.7e-08,****,ECA2687,N2
ABZ.G.S2.R1,104,111,104,105,7/11/23,albendazole,ECA2688,2,7/4/23,7,1,106,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R2,75,81,80,78,7/11/23,albendazole,ECA2688,2,7/4/23,7,2,78.5,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R3,75,70,69,72,7/11/23,albendazole,ECA2688,2,7/4/23,7,3,71.5,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R4,70,76,67,74,7/11/23,albendazole,ECA2688,2,7/4/23,7,4,71.75,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R5,71,79,61,70,7/11/23,albendazole,ECA2688,2,7/4/23,7,5,70.25,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R6,104,109,103,114,7/10/23,albendazole,ECA2688,2,7/4/23,6,6,107.5,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R7,88,89,83,92,7/11/23,albendazole,ECA2688,2,7/4/23,7,7,88,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R8,99,104,91,97,7/10/23,albendazole,ECA2688,2,7/4/23,6,8,97.75,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R9,98,105,86,93,7/10/23,albendazole,ECA2688,2,7/4/23,6,9,95.5,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.G.S2.R10,124,123,112,124,7/10/23,albendazole,ECA2688,2,7/4/23,6,10,120.75,90.75,17.61982785,226.1,0,-1,-20.54728341,18.54728341,1,ns,ECA2688,N2
ABZ.H.S2.R1,54,55,47,59,7/12/23,albendazole,ECA2689,2,7/4/23,8,1,53.75,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R2,20,21,19,24,7/12/23,albendazole,ECA2689,2,7/4/23,8,2,21,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R3,52,52,51,53,7/11/23,albendazole,ECA2689,2,7/4/23,7,3,52,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R4,60,61,60,65,7/11/23,albendazole,ECA2689,2,7/4/23,7,4,61.5,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R5,43,41,40,42,7/11/23,albendazole,ECA2689,2,7/4/23,7,5,41.5,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R6,61,64,57,63,7/12/23,albendazole,ECA2689,2,7/4/23,8,6,61.25,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R7,64,66,62,68,7/11/23,albendazole,ECA2689,2,7/4/23,7,7,65,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R8,76,76,72,78,7/11/23,albendazole,ECA2689,2,7/4/23,7,8,75.5,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R9,67,65,67,68,7/11/23,albendazole,ECA2689,2,7/4/23,7,9,66.75,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.H.S2.R10,49,49,47,51,7/11/23,albendazole,ECA2689,2,7/4/23,7,10,49,54.725,15.36113874,177.25,0,35.025,15.47771659,54.57228341,7.53e-06,****,ECA2689,N2
ABZ.I.S2.R1,22,22,21,22,7/12/23,albendazole,ECA2690,2,7/4/23,8,1,21.75,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.I.S2.R3,29,33,32,30,7/12/23,albendazole,ECA2690,2,7/4/23,8,3,31,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.I.S2.R5,46,42,42,43,7/11/23,albendazole,ECA2690,2,7/4/23,7,5,43.25,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.I.S2.R6,44,40,41,38,7/11/23,albendazole,ECA2690,2,7/4/23,7,6,40.75,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.I.S2.R7,50,43,46,48,7/11/23,albendazole,ECA2690,2,7/4/23,7,7,46.75,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.I.S2.R8,39,40,37,39,7/11/23,albendazole,ECA2690,2,7/4/23,7,8,38.75,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.I.S2.R9,26,24,23,22,7/11/23,albendazole,ECA2690,2,7/4/23,7,9,23.75,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.I.S2.R10,56,58,51,53,7/11/23,albendazole,ECA2690,2,7/4/23,7,10,54.5,30.35,18.20569203,110.275,0,52.1875,31.45447502,72.92052498,3.58e-10,****,ECA2690,N2
ABZ.A.S3.R1,77,73,72,74,7/11/23,albendazole,N2,3,7/5/23,6,1,74,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R2,103,100,106,102,7/11/23,albendazole,N2,3,7/5/23,6,2,102.75,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R3,84,83,84,85,7/11/23,albendazole,N2,3,7/5/23,6,3,84,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R4,97,98,95,98,7/11/23,albendazole,N2,3,7/5/23,6,4,97,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R5,95,95,93,96,7/11/23,albendazole,N2,3,7/5/23,6,5,94.75,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R6,75,72,75,75,7/11/23,albendazole,N2,3,7/5/23,6,6,74.25,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R7,49,50,50,49,7/12/23,albendazole,N2,3,7/5/23,7,7,49.5,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R8,81,77,78,77,7/11/23,albendazole,N2,3,7/5/23,6,8,78.25,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R9,90,89,91,97,7/11/23,albendazole,N2,3,7/5/23,6,9,91.75,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.A.S3.R10,86,91,85,86,7/11/23,albendazole,N2,3,7/5/23,6,10,87,83.325,15.34422168,232.55,,,,,,,N2,N2
ABZ.B.S3.R1,66,68,66,71,7/11/23,albendazole,ECA882,3,7/5/23,6,1,67.75,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R2,80,76,81,80,7/11/23,albendazole,ECA882,3,7/5/23,6,2,79.25,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R3,85,82,89,90,7/11/23,albendazole,ECA882,3,7/5/23,6,3,86.5,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R4,86,82,84,85,7/11/23,albendazole,ECA882,3,7/5/23,6,4,84.25,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R5,88,86,91,91,7/11/23,albendazole,ECA882,3,7/5/23,6,5,89,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R6,87,105,87,89,7/11/23,albendazole,ECA882,3,7/5/23,6,6,92,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R7,93,92,92,94,7/11/23,albendazole,ECA882,3,7/5/23,6,7,92.75,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R8,62,63,63,62,7/12/23,albendazole,ECA882,3,7/5/23,7,8,62.5,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R9,101,99,99,99,7/11/23,albendazole,ECA882,3,7/5/23,6,9,99.5,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.B.S3.R10,81,78,76,77,7/11/23,albendazole,ECA882,3,7/5/23,6,10,78,83.15,11.49770509,218.275,0,0.175,-17.35321209,17.70321209,1,ns,ECA882,N2
ABZ.C.S3.R1,81,80,83,83,7/11/23,albendazole,PHX2647,3,7/5/23,6,1,81.75,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R2,56,56,60,56,7/12/23,albendazole,PHX2647,3,7/5/23,7,2,57,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R3,63,65,63,62,7/12/23,albendazole,PHX2647,3,7/5/23,7,3,63.25,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R4,61,64,62,69,7/12/23,albendazole,PHX2647,3,7/5/23,7,4,64,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R5,82,86,88,88,7/12/23,albendazole,PHX2647,3,7/5/23,7,5,86,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R6,64,71,66,71,7/12/23,albendazole,PHX2647,3,7/5/23,7,6,68,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R7,56,60,53,63,7/12/23,albendazole,PHX2647,3,7/5/23,7,7,58,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R8,81,83,77,84,7/12/23,albendazole,PHX2647,3,7/5/23,7,8,81.25,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R9,84,85,84,84,7/12/23,albendazole,PHX2647,3,7/5/23,7,9,84.25,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.C.S3.R10,59,58,49,58,7/13/23,albendazole,PHX2647,3,7/5/23,8,10,56,69.95,12.10245613,204.125,0,-13.375,-30.90321209,4.153212087,0.279,ns,PHX2647,N2
ABZ.D.S3.R2,40,34,37,38,7/13/23,albendazole,PHX2502,3,7/5/23,8,2,37.25,30.8,7.892331017,146.75,0,-51.24166667,-69.25019267,-33.23314066,0,****,PHX2502,N2
ABZ.D.S3.R3,31,29,29,32,7/13/23,albendazole,PHX2502,3,7/5/23,8,3,30.25,30.8,7.892331017,146.75,0,-51.24166667,-69.25019267,-33.23314066,0,****,PHX2502,N2
ABZ.D.S3.R4,36,35,35,35,7/12/23,albendazole,PHX2502,3,7/5/23,7,4,35.25,30.8,7.892331017,146.75,0,-51.24166667,-69.25019267,-33.23314066,0,****,PHX2502,N2
ABZ.D.S3.R5,31,30,27,31,7/13/23,albendazole,PHX2502,3,7/5/23,8,5,29.75,30.8,7.892331017,146.75,0,-51.24166667,-69.25019267,-33.23314066,0,****,PHX2502,N2
ABZ.D.S3.R6,20,20,19,24,7/13/23,albendazole,PHX2502,3,7/5/23,8,6,20.75,30.8,7.892331017,146.75,0,-51.24166667,-69.25019267,-33.23314066,0,****,PHX2502,N2
ABZ.D.S3.R7,29,30,32,35,7/13/23,albendazole,PHX2502,3,7/5/23,8,7,31.5,30.8,7.892331017,146.75,0,-51.24166667,-69.25019267,-33.23314066,0,****,PHX2502,N2
