sample,total_offspring_1,total_offspring_2,total_offspring_3,total_offspring_4,date_starved,condition,strain,set,date_mother_on_plate,days_to_starvation,replicate,avg_total_offspring,mean.x,sd.x,lifetime_mean,null.value,estimate,conf.low,conf.high,p.adj,p.adj.signif,group1,group2
DMS.G.S2.R7,46,40,41,40,7/11/23,DMSO,ECA2688,2,7/4/23,7,7,41.75,67.1,29.03761928,212.1,0,28.81785714,7.139519886,50.4961944,0.00197,**,ECA2688,N2
DMS.G.S2.R8,101,98,102,99,7/10/23,DMSO,ECA2688,2,7/4/23,6,8,100,67.1,29.03761928,212.1,0,28.81785714,7.139519886,50.4961944,0.00197,**,ECA2688,N2
DMS.G.S2.R9,93,91,91,90,7/10/23,DMSO,ECA2688,2,7/4/23,6,9,91.25,67.1,29.03761928,212.1,0,28.81785714,7.139519886,50.4961944,0.00197,**,ECA2688,N2
DMS.H.S2.R1,47,41,46,44,7/11/23,DMSO,ECA2689,2,7/4/23,7,1,44.5,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R2,45,43,48,42,7/11/23,DMSO,ECA2689,2,7/4/23,7,2,44.5,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R4,42,39,45,38,7/11/23,DMSO,ECA2689,2,7/4/23,7,4,41,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R5,55,51,51,50,7/11/23,DMSO,ECA2689,2,7/4/23,7,5,51.75,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R6,39,38,40,39,7/11/23,DMSO,ECA2689,2,7/4/23,7,6,39,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R7,53,54,53,53,7/11/23,DMSO,ECA2689,2,7/4/23,7,7,53.25,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R8,47,43,50,45,7/11/23,DMSO,ECA2689,2,7/4/23,7,8,46.25,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R9,56,53,55,52,7/11/23,DMSO,ECA2689,2,7/4/23,7,9,54,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.H.S2.R10,38,38,39,38,7/11/23,DMSO,ECA2689,2,7/4/23,7,10,38.25,41.65,14.3875911,203.525,0,60.84166667,40.62981634,81.05351699,0,****,ECA2689,N2
DMS.I.S2.R2,56,47,52,48,7/11/23,DMSO,ECA2690,2,7/4/23,7,2,50.75,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R3,38,34,37,34,7/11/23,DMSO,ECA2690,2,7/4/23,7,3,35.75,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R4,31,26,30,28,7/11/23,DMSO,ECA2690,2,7/4/23,7,4,28.75,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R5,23,21,21,23,7/12/23,DMSO,ECA2690,2,7/4/23,8,5,22,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R6,51,47,53,50,7/11/23,DMSO,ECA2690,2,7/4/23,7,6,50.25,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R7,36,39,39,40,7/11/23,DMSO,ECA2690,2,7/4/23,7,7,38.5,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R8,35,31,35,31,7/11/23,DMSO,ECA2690,2,7/4/23,7,8,33,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R9,33,23,29,27,7/12/23,DMSO,ECA2690,2,7/4/23,8,9,28,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.I.S2.R10,47,39,45,42,7/11/23,DMSO,ECA2690,2,7/4/23,7,10,43.25,38.525,11.04690127,182.775,0,69.98055556,49.76870523,90.19240588,0,****,ECA2690,N2
DMS.A.S3.R1,100,100,102,103,7/11/23,DMSO,N2,3,7/5/23,6,1,101.25,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R2,114,119,120,121,7/11/23,DMSO,N2,3,7/5/23,6,2,118.5,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R3,98,96,96,96,7/11/23,DMSO,N2,3,7/5/23,6,3,96.5,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R4,86,91,88,91,7/11/23,DMSO,N2,3,7/5/23,6,4,89,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R5,69,77,75,77,7/11/23,DMSO,N2,3,7/5/23,6,5,74.5,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R6,84,83,85,85,7/11/23,DMSO,N2,3,7/5/23,6,6,84.25,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R7,121,120,122,128,7/11/23,DMSO,N2,3,7/5/23,6,7,122.75,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R8,108,106,105,108,7/11/23,DMSO,N2,3,7/5/23,6,8,106.75,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R9,119,114,116,120,7/11/23,DMSO,N2,3,7/5/23,6,9,117.25,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.A.S3.R10,96,94,95,96,7/11/23,DMSO,N2,3,7/5/23,6,10,95.25,100.6,15.8290345,242.675,,,,,,,N2,N2
DMS.B.S3.R1,126,128,133,137,7/11/23,DMSO,ECA882,3,7/5/23,6,1,131,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R3,113,101,119,120,7/11/23,DMSO,ECA882,3,7/5/23,6,3,113.25,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R4,85,85,82,86,7/11/23,DMSO,ECA882,3,7/5/23,6,4,84.5,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R5,95,97,93,96,7/11/23,DMSO,ECA882,3,7/5/23,6,5,95.25,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R6,112,109,114,122,7/11/23,DMSO,ECA882,3,7/5/23,6,6,114.25,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R7,131,126,132,130,7/11/23,DMSO,ECA882,3,7/5/23,6,7,129.75,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R8,101,101,100,101,7/11/23,DMSO,ECA882,3,7/5/23,6,8,100.75,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R9,128,137,135,136,7/11/23,DMSO,ECA882,3,7/5/23,6,9,134,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.B.S3.R10,108,110,111,110,7/11/23,DMSO,ECA882,3,7/5/23,6,10,109.75,102.4,35.76742,266.975,0,-11.9,-37.938001,14.138001,0.869,ns,ECA882,N2
DMS.C.S3.R1,125,128,120,130,7/11/23,DMSO,PHX2647,3,7/5/23,6,1,125.75,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R2,106,103,100,105,7/11/23,DMSO,PHX2647,3,7/5/23,6,2,103.5,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R3,111,109,110,117,7/11/23,DMSO,PHX2647,3,7/5/23,6,3,111.75,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R4,124,122,124,137,7/11/23,DMSO,PHX2647,3,7/5/23,6,4,126.75,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R5,76,77,78,83,7/11/23,DMSO,PHX2647,3,7/5/23,6,5,78.5,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R6,113,107,114,121,7/11/23,DMSO,PHX2647,3,7/5/23,6,6,113.75,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R7,106,103,104,110,7/11/23,DMSO,PHX2647,3,7/5/23,6,7,105.75,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R8,105,109,109,117,7/11/23,DMSO,PHX2647,3,7/5/23,6,8,110,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R9,82,82,80,91,7/11/23,DMSO,PHX2647,3,7/5/23,6,9,83.75,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.C.S3.R10,119,116,120,119,7/11/23,DMSO,PHX2647,3,7/5/23,6,10,118.5,107.8,16.02506717,281.575,0,7.2,-18.14352915,32.54352915,0.992,ns,PHX2647,N2
DMS.D.S3.R1,38,33,37,38,7/12/23,DMSO,PHX2502,3,7/5/23,7,1,36.5,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R2,45,40,45,47,7/12/23,DMSO,PHX2502,3,7/5/23,7,2,44.25,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R4,51,40,48,49,7/12/23,DMSO,PHX2502,3,7/5/23,7,4,47,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R5,41,32,42,40,7/12/23,DMSO,PHX2502,3,7/5/23,7,5,38.75,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R6,63,59,67,65,7/12/23,DMSO,PHX2502,3,7/5/23,7,6,63.5,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R7,43,41,44,44,7/12/23,DMSO,PHX2502,3,7/5/23,7,7,43,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R8,38,30,43,45,7/12/23,DMSO,PHX2502,3,7/5/23,7,8,39,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R9,70,62,72,70,7/12/23,DMSO,PHX2502,3,7/5/23,7,9,68.5,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.D.S3.R10,49,39,52,53,7/12/23,DMSO,PHX2502,3,7/5/23,7,10,48.25,46.525,11.10521024,196.7,0,-52.96111111,-78.99911211,-26.92311012,3.27e-07,****,PHX2502,N2
DMS.E.S3.R1,123,111,118,128,7/11/23,DMSO,PHX2481,3,7/5/23,6,1,120,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R2,120,115,120,123,7/11/23,DMSO,PHX2481,3,7/5/23,6,2,119.5,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R3,105,98,104,106,7/11/23,DMSO,PHX2481,3,7/5/23,6,3,103.25,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R4,81,79,80,81,7/11/23,DMSO,PHX2481,3,7/5/23,6,4,80.25,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R5,126,121,123,132,7/11/23,DMSO,PHX2481,3,7/5/23,6,5,125.5,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R6,137,128,138,145,7/11/23,DMSO,PHX2481,3,7/5/23,6,6,137,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R7,99,89,105,106,7/11/23,DMSO,PHX2481,3,7/5/23,6,7,99.75,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R8,100,91,104,111,7/11/23,DMSO,PHX2481,3,7/5/23,6,8,101.5,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.E.S3.R10,118,104,116,118,7/11/23,DMSO,PHX2481,3,7/5/23,6,10,114,102,33.13105291,248.8,0,10.59444444,-15.44355655,36.63244544,0.928,ns,PHX2481,N2
DMS.F.S3.R1,82,75,84,92,7/12/23,DMSO,ECA2687,3,7/5/23,7,1,83.25,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.F.S3.R2,52,45,54,60,7/12/23,DMSO,ECA2687,3,7/5/23,7,2,52.75,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.F.S3.R4,53,39,57,61,7/12/23,DMSO,ECA2687,3,7/5/23,7,4,52.5,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.F.S3.R5,28,19,32,32,7/13/23,DMSO,ECA2687,3,7/5/23,8,5,27.75,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.F.S3.R6,42,31,43,51,7/12/23,DMSO,ECA2687,3,7/5/23,7,6,41.75,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.F.S3.R8,39,31,46,44,7/12/23,DMSO,ECA2687,3,7/5/23,7,8,40,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.F.S3.R9,38,33,40,43,7/12/23,DMSO,ECA2687,3,7/5/23,7,9,38.5,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.F.S3.R10,76,69,77,91,7/12/23,DMSO,ECA2687,3,7/5/23,7,10,78.25,42.025,26.96485624,139.35,0,48.75625,21.87537802,75.63712198,5.82e-06,****,ECA2687,N2
DMS.G.S3.R1,128,120,130,135,7/11/23,DMSO,ECA2688,3,7/5/23,6,1,128.25,75.025,45.53195612,212.1,0,10.56428571,-17.36292322,38.49149465,0.952,ns,ECA2688,N2
DMS.G.S3.R3,64,60,70,69,7/11/23,DMSO,ECA2688,3,7/5/23,6,3,65.75,75.025,45.53195612,212.1,0,10.56428571,-17.36292322,38.49149465,0.952,ns,ECA2688,N2
DMS.G.S3.R4,36,32,37,35,7/11/23,DMSO,ECA2688,3,7/5/23,6,4,35,75.025,45.53195612,212.1,0,10.56428571,-17.36292322,38.49149465,0.952,ns,ECA2688,N2
DMS.G.S3.R5,131,116,124,135,7/11/23,DMSO,ECA2688,3,7/5/23,6,5,126.5,75.025,45.53195612,212.1,0,10.56428571,-17.36292322,38.49149465,0.952,ns,ECA2688,N2
DMS.G.S3.R7,66,62,66,66,7/11/23,DMSO,ECA2688,3,7/5/23,6,7,65,75.025,45.53195612,212.1,0,10.56428571,-17.36292322,38.49149465,0.952,ns,ECA2688,N2
DMS.G.S3.R8,88,78,83,95,7/11/23,DMSO,ECA2688,3,7/5/23,6,8,86,75.025,45.53195612,212.1,0,10.56428571,-17.36292322,38.49149465,0.952,ns,ECA2688,N2
DMS.G.S3.R9,126,121,120,128,7/11/23,DMSO,ECA2688,3,7/5/23,6,9,123.75,75.025,45.53195612,212.1,0,10.56428571,-17.36292322,38.49149465,0.952,ns,ECA2688,N2
DMS.H.S3.R1,49,42,47,50,7/12/23,DMSO,ECA2689,3,7/5/23,7,1,47,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R2,49,35,42,53,7/12/23,DMSO,ECA2689,3,7/5/23,7,2,44.75,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R4,43,42,43,46,7/12/23,DMSO,ECA2689,3,7/5/23,7,4,43.5,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R5,62,53,61,68,7/12/23,DMSO,ECA2689,3,7/5/23,7,5,61,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R6,32,23,34,35,7/12/23,DMSO,ECA2689,3,7/5/23,7,6,31,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R7,55,48,65,65,7/12/23,DMSO,ECA2689,3,7/5/23,7,7,58.25,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R8,47,45,55,56,7/12/23,DMSO,ECA2689,3,7/5/23,7,8,50.75,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R9,56,48,57,63,7/12/23,DMSO,ECA2689,3,7/5/23,7,9,56,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.H.S3.R10,43,35,44,46,7/12/23,DMSO,ECA2689,3,7/5/23,7,10,42,45.525,12.33865313,203.525,0,52.35,26.311999,78.388001,4.46e-07,****,ECA2689,N2
DMS.I.S3.R2,62,56,66,65,7/12/23,DMSO,ECA2690,3,7/5/23,7,2,62.25,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R3,45,40,46,48,7/12/23,DMSO,ECA2690,3,7/5/23,7,3,44.75,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R4,41,39,51,55,7/12/23,DMSO,ECA2690,3,7/5/23,7,4,46.5,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R5,33,28,41,51,7/12/23,DMSO,ECA2690,3,7/5/23,7,5,38.25,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R6,33,30,46,47,7/12/23,DMSO,ECA2690,3,7/5/23,7,6,39,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R7,45,37,47,51,7/12/23,DMSO,ECA2690,3,7/5/23,7,7,45,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R8,55,49,53,59,7/12/23,DMSO,ECA2690,3,7/5/23,7,8,54,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R9,38,32,47,42,7/12/23,DMSO,ECA2690,3,7/5/23,7,9,39.75,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.I.S3.R10,35,34,43,42,7/12/23,DMSO,ECA2690,3,7/5/23,7,10,38.5,45.75,7.795119556,182.775,0,55.26666667,29.22866567,81.30466766,1e-07,****,ECA2690,N2
DMS.F.S4.R1,29,25,26,28,7/13/23,DMSO,ECA2687,4,7/6/23,7,1,27,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.F.S4.R2,33,27,30,35,7/13/23,DMSO,ECA2687,4,7/6/23,7,2,31.25,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.F.S4.R4,22,19,21,24,7/13/23,DMSO,ECA2687,4,7/6/23,7,4,21.5,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.F.S4.R5,22,19,19,26,7/13/23,DMSO,ECA2687,4,7/6/23,7,5,21.5,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.F.S4.R6,31,30,27,31,7/13/23,DMSO,ECA2687,4,7/6/23,7,6,29.75,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.F.S4.R8,16,15,8,15,7/13/23,DMSO,ECA2687,4,7/6/23,7,8,13.5,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.F.S4.R9,26,18,12,25,7/13/23,DMSO,ECA2687,4,7/6/23,7,9,20.25,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.F.S4.R10,28,24,26,29,7/13/23,DMSO,ECA2687,4,7/6/23,7,10,26.75,19.175,11.28546878,139.35,0,-16.7375,-37.8300879,4.355087902,0.232,ns,ECA2687,N2
DMS.G.S4.R1,30,32,32,33,7/13/23,DMSO,ECA2688,4,7/6/23,7,1,31.75,23.325,25.11364448,212.1,0,-8.371428571,-30.28504468,13.54218754,0.949,ns,ECA2688,N2
DMS.G.S4.R3,2,2,2,2,7/15/23,DMSO,ECA2688,4,7/6/23,9,3,2,23.325,25.11364448,212.1,0,-8.371428571,-30.28504468,13.54218754,0.949,ns,ECA2688,N2
DMS.G.S4.R4,3,2,3,4,7/14/23,DMSO,ECA2688,4,7/6/23,8,4,3,23.325,25.11364448,212.1,0,-8.371428571,-30.28504468,13.54218754,0.949,ns,ECA2688,N2
DMS.G.S4.R5,45,46,46,46,7/12/23,DMSO,ECA2688,4,7/6/23,6,5,45.75,23.325,25.11364448,212.1,0,-8.371428571,-30.28504468,13.54218754,0.949,ns,ECA2688,N2
DMS.G.S4.R7,15,14,14,13,7/14/23,DMSO,ECA2688,4,7/6/23,8,7,14,23.325,25.11364448,212.1,0,-8.371428571,-30.28504468,13.54218754,0.949,ns,ECA2688,N2
DMS.G.S4.R8,4,4,4,5,7/14/23,DMSO,ECA2688,4,7/6/23,8,8,4.25,23.325,25.11364448,212.1,0,-8.371428571,-30.28504468,13.54218754,0.949,ns,ECA2688,N2
DMS.G.S4.R9,8,8,8,9,7/13/23,DMSO,ECA2688,4,7/6/23,7,9,8.25,23.325,25.11364448,212.1,0,-8.371428571,-30.28504468,13.54218754,0.949,ns,ECA2688,N2
DMS.H.S4.R1,35,37,34,40,7/13/23,DMSO,ECA2689,4,7/6/23,7,1,36.5,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R2,27,24,24,32,7/13/23,DMSO,ECA2689,4,7/6/23,7,2,26.75,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R4,23,21,20,30,7/14/23,DMSO,ECA2689,4,7/6/23,8,4,23.5,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R5,29,33,30,39,7/13/23,DMSO,ECA2689,4,7/6/23,7,5,32.75,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R6,39,38,37,40,7/13/23,DMSO,ECA2689,4,7/6/23,7,6,38.5,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R7,38,37,41,39,7/13/23,DMSO,ECA2689,4,7/6/23,7,7,38.75,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R8,43,40,37,48,7/13/23,DMSO,ECA2689,4,7/6/23,7,8,42,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R9,24,27,25,29,7/13/23,DMSO,ECA2689,4,7/6/23,7,9,26.25,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.H.S4.R10,29,30,27,36,7/13/23,DMSO,ECA2689,4,7/6/23,7,10,30.5,31.425,7.571923651,203.525,0,-25.63333333,-46.06454647,-5.202120195,0.00438,**,ECA2689,N2
DMS.I.S4.R2,33,30,23,35,7/13/23,DMSO,ECA2690,4,7/6/23,7,2,30.25,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R3,27,26,26,28,7/13/23,DMSO,ECA2690,4,7/6/23,7,3,26.75,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R4,18,18,16,21,7/14/23,DMSO,ECA2690,4,7/6/23,8,4,18.25,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R5,27,23,22,31,7/14/23,DMSO,ECA2690,4,7/6/23,8,5,25.75,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R6,20,22,21,24,7/14/23,DMSO,ECA2690,4,7/6/23,8,6,21.75,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R7,21,24,18,27,7/13/23,DMSO,ECA2690,4,7/6/23,7,7,22.5,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R8,24,23,24,27,7/14/23,DMSO,ECA2690,4,7/6/23,8,8,24.5,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R9,27,28,25,28,7/13/23,DMSO,ECA2690,4,7/6/23,7,9,27,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.I.S4.R10,14,15,11,19,7/13/23,DMSO,ECA2690,4,7/6/23,7,10,14.75,23.75,4.573474245,182.775,0,-16.3,-36.73121314,4.131213138,0.226,ns,ECA2690,N2
DMS.B.S4.R1,42,40,41,41,7/12/23,DMSO,ECA882,4,7/6/23,6,1,41,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.B.S4.R3,3,3,4,3,7/14/23,DMSO,ECA882,4,7/6/23,8,3,3.25,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.B.S4.R4,3,3,3,3,7/15/23,DMSO,ECA882,4,7/6/23,9,4,3,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
DMS.B.S4.R5,5,5,5,5,NA,DMSO,ECA882,4,7/6/23,06/24/1776,5,5,14.525,13.86214369,266.975,0,-5.55,-25.98121314,14.88121314,0.994,ns,ECA882,N2
